seed,trained,evaluated,crashrate,mergerate,ego speed,road speed
80, 5, 5, 0.016666666666666666, 0.9766666666666667, 22.445040722458163, 21.124345425367633
80, 12, 5, 0.023333333333333334, 0.97, 23.198822778839535, 21.253117043034
80, 20, 5, 0.03333333333333333, 0.9666666666666667, 21.166250695989376, 21.196547366625023
80, 30, 5, 0.03, 0.9666666666666667, 20.648999565847422, 21.12031937172904
1067, No Interference, 5, 0.05333333333333334, 0.9166666666666666, 16.58461493454937, 20.605725885404098
1067, 3, 5, 0.023333333333333334, 0.9766666666666667, 21.185843136494015, 20.89092441681351
1067, 5, 5, 0.023333333333333334, 0.9633333333333334, 22.18501384234478, 21.092285593215028
1067, 12, 5, 0.023333333333333334, 0.97, 22.903619630379378, 21.229821554191748
1067, 20, 5, 0.043333333333333335, 0.9533333333333334, 21.074092291946535, 21.044019680069805
1067, 30, 5, 0.02666666666666667, 0.9733333333333334, 20.559873237878506, 21.11615584446974
1084, No Interference, 5, 0.03666666666666667, 0.93, 16.702924455660177, 20.554262754091134
1084, 3, 5, 0.013333333333333334, 0.98, 21.49506344695154, 21.09480353570822
1084, 5, 5, 0.013333333333333334, 0.98, 22.054509207607452, 21.023147520357142
1084, 12, 5, 0.023333333333333334, 0.9766666666666667, 23.119536196947493, 21.164040982237054
1084, 20, 5, 0.03333333333333333, 0.96, 20.897749114719062, 21.109659334035776
1084, 30, 5, 0.023333333333333334, 0.9666666666666667, 20.217574503901137, 20.94457778217236
115, No Interference, 5, 0.03333333333333333, 0.95, 16.699701180093086, 20.49455610746891
115, 3, 5, 0.02, 0.9766666666666667, 21.380276055971894, 20.940352836220125
115, 5, 5, 0.03333333333333333, 0.9566666666666667, 22.28280290759827, 21.10301647929991
115, 12, 5, 0.023333333333333334, 0.9766666666666667, 22.913577058704256, 21.226829418780294
115, 20, 5, 0.05333333333333334, 0.9433333333333334, 20.91569626671166, 20.964103159946003
115, 30, 5, 0.03666666666666667, 0.9633333333333334, 20.111149287406604, 21.00897367878215
21, No Interference, 12, 0.06333333333333334, 0.8833333333333333, 15.516699513167634, 20.442417064825207
21, 3, 12, 0.03666666666666667, 0.95, 21.3632413550669, 21.058603150773568
21, 5, 12, 0.03333333333333333, 0.9566666666666667, 22.563755405651094, 21.18738812233545
21, 12, 12, 0.04, 0.9566666666666667, 22.84121652160486, 21.111705541367854
21, 20, 12, 0.07, 0.9266666666666666, 21.038262190873628, 20.984817230218297
21, 30, 12, 0.043333333333333335, 0.9566666666666667, 20.4519552491265, 21.126943105770973
42, No Interference, 12, 0.07666666666666666, 0.8733333333333333, 15.71724915529583, 20.56815528166505
