seed,trained,evaluated,crashrate,mergerate,ego speed,road speed
112, 30, 30, 0.06666666666666667, 0.9333333333333333, 20.418131292857144, 21.15823937365298
110, No Interference, 30, 0.19666666666666666, 0.64, 12.675020418132803, 20.091278648275303
110, 3, 30, 0.06, 0.9233333333333333, 21.304334707390446, 20.975052232700122
110, 5, 30, 0.06333333333333334, 0.9133333333333333, 22.577594815038164, 21.25610001091639
110, 12, 30, 0.043333333333333335, 0.9466666666666667, 22.564269174008817, 21.14198529171058
110, 20, 30, 0.06333333333333334, 0.93, 21.021706805253213, 20.96476840010645
110, 30, 30, 0.09333333333333334, 0.9033333333333333, 20.311561985582397, 21.184855085150684
666, No Interference, 30, 0.13666666666666666, 0.68, 12.712124278642095, 20.231713566922153
666, 3, 30, 0.08333333333333333, 0.9, 20.876120343789843, 20.937371228448466
666, 5, 30, 0.04666666666666667, 0.9166666666666666, 22.691354953847647, 21.187935888352527
666, 12, 30, 0.043333333333333335, 0.9533333333333334, 22.874292935801495, 21.209142351892503
666, 20, 30, 0.06333333333333334, 0.9333333333333333, 20.966297367904556, 21.145235424472233
666, 30, 30, 0.043333333333333335, 0.95, 20.311509120753705, 21.13490703173688
72, No Interference, 30, 0.15666666666666668, 0.6933333333333334, 12.687728578172523, 20.1989867124144
72, 3, 30, 0.07666666666666666, 0.92, 21.290644073150776, 21.045199483220014
72, 5, 30, 0.04666666666666667, 0.91, 22.398273255833917, 21.20112474017682
72, 12, 30, 0.03, 0.9533333333333334, 23.09822200567004, 21.19109327532365
72, 20, 30, 0.09, 0.9066666666666666, 21.006240999485954, 21.058812684963147
72, 30, 30, 0.03666666666666667, 0.9533333333333334, 20.354798745724363, 21.092771485656424
80, No Interference, 30, 0.13333333333333333, 0.7333333333333333, 12.688953001693518, 20.17085467344661
80, 3, 30, 0.08333333333333333, 0.9066666666666666, 21.000532568272327, 20.985205311534774
80, 5, 30, 0.07, 0.9133333333333333, 22.109313248640273, 21.15669232720297
80, 12, 30, 0.04666666666666667, 0.9333333333333333, 22.75627897759333, 21.02466371328077
80, 20, 30, 0.08, 0.9133333333333333, 20.762638570948802, 20.98077776224416
80, 30, 30, 0.043333333333333335, 0.9566666666666667, 20.328836517040312, 21.06507380482985
1067, No Interference, 30, 0.17, 0.66, 13.243801328630456, 20.31842987164525
1067, 3, 30, 0.09333333333333334, 0.9033333333333333, 21.02365867280806, 20.874236401467506
1067, 5, 30, 0.056666666666666664, 0.9233333333333333, 22.62044744559858, 21.252471495900256
1067, 12, 30, 0.043333333333333335, 0.95, 22.77036735126051, 21.128105829191753
1067, 20, 30, 0.08, 0.9166666666666666, 21.014776241277623, 21.161381421350868
1067, 30, 30, 0.06333333333333334, 0.93, 20.52165169631765, 21.023380819994202
1084, No Interference, 30, 0.1, 0.7633333333333333, 12.794701320354614, 20.151501958046584
1084, 3, 30, 0.07333333333333333, 0.91, 21.21716337009551, 20.979073089882053
1084, 5, 30, 0.043333333333333335, 0.9366666666666666, 22.402592651766202, 21.254143509921867
1084, 12, 30, 0.04666666666666667, 0.9466666666666667, 22.997576693705994, 21.199584553995226
1084, 20, 30, 0.05, 0.9466666666666667, 21.237518530102804, 21.088318062525037
1084, 30, 30, 0.07, 0.93, 20.46554839809119, 21.079124407272534
115, No Interference, 30, 0.13333333333333333, 0.7266666666666667, 12.875333227087443, 20.296517114351946
115, 3, 30, 0.08333333333333333, 0.89, 20.972138021040905, 20.862172579709995
115, 5, 30, 0.043333333333333335, 0.9166666666666666, 22.325584022888794, 21.22557192967269
115, 12, 30, 0.03666666666666667, 0.9533333333333334, 22.79957159584696, 21.247482150798835
115, 20, 30, 0.08666666666666667, 0.9066666666666666, 21.052963175030346, 21.12676802042115
115, 30, 30, 0.06333333333333334, 0.9333333333333333, 20.43776612258935, 21.100798504067352
21, No Interference, 40, 0.29, 0.5333333333333333, 11.491854335826975, 20.0626309119179
21, 3, 40, 0.1, 0.8566666666666667, 20.950867997744208, 21.002540814479463
21, 5, 40, 0.056666666666666664, 0.9, 22.299424776777897, 21.225032937520155
21, 12, 40, 0.043333333333333335, 0.94, 23.03443500018713, 21.25183696685711
21, 20, 40, 0.09666666666666666, 0.9, 21.07679553307923, 21.056679462007153
21, 30, 40, 0.08666666666666667, 0.9033333333333333, 20.472157045520326, 21.12991074267865
42, No Interference, 40, 0.21666666666666667, 0.5866666666666667, 11.744690516927525, 20.082800290193322
42, 3, 40, 0.07, 0.88, 20.946804554879918, 20.98844785232509
42, 5, 40, 0.07333333333333333, 0.8933333333333333, 22.54927233361701, 21.30468560797193
42, 12, 40, 0.07333333333333333, 0.9066666666666666, 22.733692902299556, 21.138129558572373
42, 20, 40, 0.1, 0.8966666666666666, 20.67099266300484, 20.96031575747337
42, 30, 40, 0.06, 0.9333333333333333, 20.31499712367043, 21.136598622083504
112, No Interference, 40, 0.23333333333333334, 0.5833333333333334, 11.71785088251584, 20.073010328125488
112, 3, 40, 0.06666666666666667, 0.88, 21.00836836167988, 20.991381893917765
112, 5, 40, 0.09666666666666666, 0.8566666666666667, 22.190689594296227, 21.173854074065915
112, 12, 40, 0.06, 0.92, 22.9032563171244, 21.23830224896325
112, 20, 40, 0.07666666666666666, 0.9233333333333333, 20.75167831895676, 21.09681622659008
112, 30, 40, 0.08666666666666667, 0.91, 20.19399315587026, 21.08193795996204
110, No Interference, 40, 0.22666666666666666, 0.5633333333333334, 11.544674765524535, 20.00265585388693
110, 3, 40, 0.07666666666666666, 0.8833333333333333, 20.869042033469448, 20.920904694293462
110, 5, 40, 0.07, 0.89, 22.253830032055536, 21.122362034877778
110, 12, 40, 0.04666666666666667, 0.9266666666666666, 23.12363706581478, 21.188208551553114
110, 20, 40, 0.09333333333333334, 0.9, 20.81896060411508, 21.088376524720456
110, 30, 40, 0.06666666666666667, 0.9266666666666666, 20.535931214221463, 21.161739927268947
666, No Interference, 40, 0.27, 0.5633333333333334, 11.737834723895848, 20.142237503684434
666, 3, 40, 0.08, 0.8966666666666666, 21.270957835765785, 20.986863997312525
666, 5, 40, 0.08, 0.8666666666666667, 21.85002487617712, 21.088622920291947
666, 12, 40, 0.056666666666666664, 0.93, 22.831395110512716, 21.198388160447433
666, 20, 40, 0.09666666666666666, 0.8933333333333333, 20.748128541562707, 20.98979772996105
666, 30, 40, 0.09666666666666666, 0.8966666666666666, 20.329144085300015, 20.9753984014168
72, No Interference, 40, 0.20333333333333334, 0.6033333333333334, 11.823501480661132, 20.068055051283004
72, 3, 40, 0.1, 0.8633333333333333, 20.91233578548248, 20.921009408007144
72, 5, 40, 0.08, 0.85, 22.43922117437126, 21.257719414246516
72, 12, 40, 0.05, 0.93, 23.009399096748336, 21.216428371464275
72, 20, 40, 0.10333333333333333, 0.8933333333333333, 20.751849104920957, 21.02960069348871
72, 30, 40, 0.09, 0.9066666666666666, 19.962759598433045, 21.024316106217544
80, No Interference, 40, 0.23666666666666666, 0.5533333333333333, 11.521465127729764, 20.121948744571405
80, 3, 40, 0.06666666666666667, 0.91, 20.667286856306372, 20.94576894854897
80, 5, 40, 0.06333333333333334, 0.9, 22.285404540200766, 21.165574067732923
80, 12, 40, 0.06, 0.9233333333333333, 22.804505178869615, 21.169388388318975
80, 20, 40, 0.10666666666666667, 0.8866666666666667, 20.371200773597934, 20.981169746795565
80, 30, 40, 0.08, 0.9166666666666666, 20.37580427148052, 21.09267690395585
1067, No Interference, 40, 0.23666666666666666, 0.5866666666666667, 11.666656894917049, 20.13463423359591
1067, 3, 40, 0.11333333333333333, 0.8533333333333334, 20.98281699815478, 21.00862721614832
1067, 5, 40, 0.08, 0.8733333333333333, 22.280455699907066, 21.217918448886387
1067, 12, 40, 0.03333333333333333, 0.96, 22.929073432700054, 21.25392262005893
1067, 20, 40, 0.1, 0.8966666666666666, 20.832440040471838, 21.186783177054902
1067, 30, 40, 0.09, 0.9066666666666666, 20.381437483956944, 21.199139276621995
1084, No Interference, 40, 0.2633333333333333, 0.57, 11.81127071218859, 20.135639409776516
1084, 3, 40, 0.11, 0.86, 20.54414014895989, 20.834581429963283
1084, 5, 40, 0.08666666666666667, 0.8733333333333333, 22.04230541597309, 21.052942919298957
1084, 12, 40, 0.056666666666666664, 0.94, 22.829495165230217, 21.18618513935717
1084, 20, 40, 0.10333333333333333, 0.8766666666666667, 20.56468921089712, 20.947700184302086
1084, 30, 40, 0.06333333333333334, 0.93, 19.892097777248207, 21.018060838546013
115, No Interference, 40, 0.23666666666666666, 0.58, 11.805929033287477, 20.064605650798374
115, 3, 40, 0.08333333333333333, 0.8766666666666667, 20.652272106853417, 20.982965251015187
115, 5, 40, 0.056666666666666664, 0.9066666666666666, 22.33466486284833, 21.167057836777452
115, 12, 40, 0.04666666666666667, 0.9233333333333333, 22.889455493222037, 21.26196025594621
115, 20, 40, 0.1, 0.89, 21.031130441938096, 21.0976246372781
115, 30, 40, 0.07, 0.93, 20.247989764605386, 21.04450035042314
21, No Interference, 50, 0.32666666666666666, 0.4866666666666667, 10.594860421880723, 19.933421074227095
21, 3, 50, 0.13, 0.8166666666666667, 20.387425918981954, 20.884470475178766
21, 5, 50, 0.09333333333333334, 0.83, 22.460352932048536, 21.17777996288309
21, 12, 50, 0.07, 0.9066666666666666, 23.007893862693148, 21.307881007941294
21, 20, 50, 0.10333333333333333, 0.8733333333333333, 20.543131296475465, 20.891455855953367
21, 30, 50, 0.10333333333333333, 0.8933333333333333, 20.32952699080886, 21.15862869748716
42, No Interference, 50, 0.2733333333333333, 0.5366666666666666, 10.658275417752996, 20.089852558510593
42, 3, 50, 0.12666666666666668, 0.8266666666666667, 20.3328671892315, 20.908234319371942
42, 5, 50, 0.11, 0.84, 22.226212369464246, 21.238905372070832
42, 12, 50, 0.03333333333333333, 0.9433333333333334, 22.77925452532606, 21.07588897587555
42, 20, 50, 0.11333333333333333, 0.87, 20.462328235795727, 21.098934141000775
42, 30, 50, 0.09666666666666666, 0.9, 20.027256069252875, 20.92244389548647
112, No Interference, 50, 0.31, 0.49, 10.573580180347335, 19.937804331073664
112, 3, 50, 0.14333333333333334, 0.81, 20.26621202545256, 20.98074443449019
112, 5, 50, 0.11333333333333333, 0.8566666666666667, 22.33284958126067, 21.296597950426126
112, 12, 50, 0.08, 0.9, 22.667414551560356, 21.137166056756726
112, 20, 50, 0.10333333333333333, 0.8866666666666667, 20.342828325993114, 20.944039243796404
112, 30, 50, 0.09, 0.9, 20.022622265435018, 20.942087576585127
110, No Interference, 50, 0.31666666666666665, 0.5166666666666667, 10.598772251225627, 20.136367273660706
110, 3, 50, 0.10333333333333333, 0.8533333333333334, 20.523249930106967, 20.966884124605336
110, 5, 50, 0.08666666666666667, 0.86, 22.067808787577054, 21.19117341261317
110, 12, 50, 0.056666666666666664, 0.9, 22.884608126547203, 21.121374774540236
110, 20, 50, 0.11, 0.8766666666666667, 20.58399419719881, 20.96827585941173
110, 30, 50, 0.12333333333333334, 0.87, 20.16909985910923, 21.123972347259485
666, No Interference, 50, 0.30666666666666664, 0.49666666666666665, 10.704759430245131, 20.161822443319984
666, 3, 50, 0.11333333333333333, 0.8133333333333334, 20.418128442547214, 21.086552068926473
666, 5, 50, 0.09666666666666666, 0.8733333333333333, 22.076353079949595, 21.21502803636236
666, 12, 50, 0.07, 0.9066666666666666, 22.78019462972195, 21.167298594672523
666, 20, 50, 0.09333333333333334, 0.8866666666666667, 20.31042751761536, 21.02630672039901
666, 30, 50, 0.1, 0.89, 19.74905086040245, 20.863592693949347
72, No Interference, 50, 0.32666666666666666, 0.4866666666666667, 10.56034034178572, 19.96588625599551
72, 3, 50, 0.11333333333333333, 0.8266666666666667, 20.252109318441068, 20.777552503299532
72, 5, 50, 0.11, 0.85, 22.393425996287203, 21.22985401884463
72, 12, 50, 0.07, 0.8866666666666667, 22.60374775959441, 21.114092278863165
72, 20, 50, 0.10333333333333333, 0.8833333333333333, 20.206083670212877, 21.029533604954217
72, 30, 50, 0.09333333333333334, 0.9033333333333333, 20.17538829343376, 21.07641668288173
80, No Interference, 50, 0.32, 0.44666666666666666, 10.798487199320173, 20.03949647803379
80, 3, 50, 0.09666666666666666, 0.85, 20.499112450521086, 21.048283998118155
80, 5, 50, 0.12666666666666668, 0.7866666666666666, 22.080662513682416, 21.223109492802717
80, 12, 50, 0.06, 0.91, 22.815928179150003, 21.181237411609107
80, 20, 50, 0.13, 0.86, 20.255221813611684, 20.969197027854293
80, 30, 50, 0.15666666666666668, 0.8366666666666667, 19.799753757950945, 21.16191831545612
1067, No Interference, 50, 0.3566666666666667, 0.4533333333333333, 10.444075782852494, 19.92460771449119
1067, 3, 50, 0.10333333333333333, 0.84, 20.293518091420665, 20.906421237890754
1067, 5, 50, 0.12333333333333334, 0.8166666666666667, 22.2714916063473, 21.08994023136976
1067, 12, 50, 0.06333333333333334, 0.91, 22.602867022596648, 21.25310534110396
1067, 20, 50, 0.07, 0.92, 20.572811845652964, 20.89499905131723
1067, 30, 50, 0.08, 0.9166666666666666, 20.295283589652666, 21.08000969527476
1084, No Interference, 50, 0.2966666666666667, 0.5066666666666667, 10.632969086375098, 19.983959302007918
1084, 3, 50, 0.13, 0.8166666666666667, 20.54921403898496, 20.91354923925545
1084, 5, 50, 0.12, 0.82, 22.256871699545304, 21.160992918960822
1084, 12, 50, 0.09333333333333334, 0.8766666666666667, 22.842590522999924, 21.24412589703347
1084, 20, 50, 0.16, 0.8333333333333334, 20.46581472591977, 20.984509937222253
1084, 30, 50, 0.11, 0.8766666666666667, 20.09860204518508, 21.135507934276166
115, No Interference, 50, 0.2733333333333333, 0.49666666666666665, 10.470828150605461, 20.060650790907406
115, 3, 50, 0.09, 0.8233333333333334, 20.17111506877913, 20.952101667099413
115, 5, 50, 0.07666666666666666, 0.8566666666666667, 21.9693888278944, 21.172558374985996
115, 12, 50, 0.056666666666666664, 0.9166666666666666, 22.636256805441906, 21.272015188226593
115, 20, 50, 0.15, 0.83, 20.528993559748354, 21.0443643876547
115, 30, 50, 0.11, 0.8833333333333333, 19.873057694368804, 20.92481780030803
