rl_loss/qf1_loss,rl_loss/qf2_loss,rl_loss/policy_loss,rl_loss/policy_entropy,rl_loss/alpha,z/env_steps,z/rollouts,z/rl_steps,metrics/total_steps_eval,metrics/return_eval_total,metrics/success_rate_eval,z/time_cost,z/fps
,,,,,1641053,18135,289088,86.3,73.7469,0.0,33301,54.0296
19.884,20.7339,-43.7631,1.1039,0.9009,,,,,,,,
21.6147,25.1567,-43.905,1.0909,0.9063,,,,,,,,
21.2174,23.5422,-43.1822,1.1186,0.9126,,,,,,,,
56.5785,56.6423,-43.2404,1.1289,0.9154,,,,,,,,
24.2512,29.1774,-43.9732,1.1111,0.9162,,,,,,,,
,,,,,1641512,18140,289168,88.2,89.0937,0.0,33310,52.5257
42.9887,39.2996,-43.4624,1.1211,0.9185,,,,,,,,
23.9686,24.6545,-43.6295,1.1279,0.9203,,,,,,,,
25.9192,26.8553,-43.797,1.1321,0.9202,,,,,,,,
29.114,33.5626,-43.4769,1.1406,0.9182,,,,,,,,
37.8721,38.7754,-43.3081,1.1071,0.9165,,,,,,,,
36.0119,37.131,-43.7408,1.0799,0.9224,,,,,,,,
,,,,,1642034,18146,289264,83.5,84.8431,0.0,33319,59.9598
28.9368,26.1969,-43.8853,1.1287,0.9306,,,,,,,,
23.5914,24.0749,-43.2978,1.1419,0.9311,,,,,,,,
30.3965,31.1009,-44.1654,1.1536,0.9272,,,,,,,,
32.0547,32.8886,-43.4891,1.1535,0.9211,,,,,,,,
27.7011,28.6904,-43.4096,1.1363,0.9151,,,,,,,,
24.4618,32.7529,-43.6251,1.1459,0.9114,,,,,,,,
35.5391,33.2674,-43.1529,1.1454,0.9071,,,,,,,,
,,,,,1642579,18153,289376,86.1,83.7331,0.0,33329,55.6394
22.5131,23.3521,-43.7144,1.1464,0.9013,,,,,,,,
40.0007,38.535,-43.9002,1.1362,0.8979,,,,,,,,
24.0663,23.0517,-43.6515,1.1464,0.8948,,,,,,,,
37.3544,37.0941,-42.9243,1.1414,0.8898,,,,,,,,
24.5838,23.5694,-44.015,1.1036,0.888,,,,,,,,
26.2852,28.5321,-43.2141,1.0878,0.8929,,,,,,,,
,,,,,1643097,18159,289472,88.15,75.6314,0.0,33338,56.3851
26.953,36.2567,-43.9491,1.1408,0.8987,,,,,,,,
21.3222,24.5438,-43.6137,1.1567,0.8966,,,,,,,,
28.2752,41.7069,-43.2697,1.1421,0.8908,,,,,,,,
37.8448,43.0982,-43.3189,1.1341,0.8874,,,,,,,,
45.5342,42.436,-42.8829,1.141,0.8855,,,,,,,,
23.7091,23.2053,-42.9064,1.1375,0.8816,,,,,,,,
,,,,,1643577,18165,289568,86.7,86.6412,0.0,33347,53.7952
32.9148,33.8487,-43.8013,1.1159,0.8793,,,,,,,,
36.7418,38.8384,-42.9778,1.1027,0.8823,,,,,,,,
26.7857,27.3321,-43.312,1.1498,0.8852,,,,,,,,
32.1665,30.9203,-43.828,1.1569,0.8817,,,,,,,,
22.3548,24.8196,-43.9281,1.1612,0.8747,,,,,,,,
23.319,22.2504,-43.3754,1.1448,0.8674,,,,,,,,
,,,,,1644059,18171,289664,89.2,84.1437,0.0,33356,49.9045
45.0409,33.654,-43.365,1.1369,0.8628,,,,,,,,
26.0751,22.9787,-43.2059,1.1193,0.8612,,,,,,,,
25.1584,25.66,-43.2794,1.1375,0.8615,,,,,,,,
22.9089,25.8386,-42.8804,1.1321,0.8595,,,,,,,,
19.5941,19.4214,-43.4079,1.087,0.8599,,,,,,,,
39.3902,41.5954,-43.0981,1.0877,0.8673,,,,,,,,
,,,,,1644567,18177,289760,84.25,72.3473,0.0,33365,56.1379
24.3651,23.9014,-43.7991,1.1109,0.8748,,,,,,,,
27.6008,25.9896,-43.1142,1.1042,0.8792,,,,,,,,
23.4243,25.8404,-43.485,1.1238,0.8838,,,,,,,,
36.1949,37.531,-43.3723,1.145,0.8843,,,,,,,,
24.93,24.7458,-42.6146,1.113,0.8824,,,,,,,,
26.4722,32.803,-43.4532,1.1185,0.8849,,,,,,,,
,,,,,1645042,18183,289856,85.95,72.8688,0.0,33374,54.7108
26.1329,29.3859,-43.2318,1.1352,0.8859,,,,,,,,
25.4881,25.028,-43.9532,1.1227,0.8846,,,,,,,,
20.4561,22.966,-43.2979,1.12,0.8854,,,,,,,,
31.3707,29.2201,-43.417,1.1327,0.8863,,,,,,,,
18.9001,17.2234,-44.5118,1.1195,0.8862,,,,,,,,
28.7827,24.3609,-43.1586,1.1169,0.8877,,,,,,,,
41.8955,38.9446,-43.468,1.1288,0.889,,,,,,,,
,,,,,1645577,18190,289968,73.5,48.1251,0.0,33383,59.7036
40.8512,40.0951,-43.6116,1.1152,0.8896,,,,,,,,
31.3194,33.1719,-42.8939,1.1216,0.8917,,,,,,,,
20.5327,22.6557,-43.6581,1.1285,0.8924,,,,,,,,
63.4641,62.3568,-43.6619,1.1464,0.8918,,,,,,,,
36.0174,34.3562,-43.356,1.1453,0.8879,,,,,,,,
23.5615,23.7821,-43.0489,1.1476,0.8827,,,,,,,,
,,,,,1646091,18196,290064,86.45,63.3326,0.0,33392,54.0831
31.8612,32.3689,-42.9043,1.1281,0.8786,,,,,,,,
21.799,22.1898,-43.7309,1.1241,0.877,,,,,,,,
26.2063,27.9921,-43.0751,1.1021,0.879,,,,,,,,
37.7881,28.5766,-43.0383,1.107,0.8839,,,,,,,,
29.6186,28.5296,-43.7133,1.1136,0.8885,,,,,,,,
,,,,,1646552,18201,290144,87.55,88.073,0.0,33401,52.0055
29.2179,34.1779,-43.8745,1.1183,0.892,,,,,,,,
31.6998,34.2456,-44.03,1.1507,0.8923,,,,,,,,
45.248,46.6486,-43.2691,1.1328,0.8888,,,,,,,,
27.7463,27.616,-42.9204,1.1206,0.8876,,,,,,,,
42.364,45.5409,-42.7214,1.1398,0.8869,,,,,,,,
42.774,46.4107,-43.7483,1.134,0.8844,,,,,,,,
,,,,,1647050,18207,290240,89.65,88.6135,0.0,33411,54.0687
27.3153,26.6822,-43.3952,1.1218,0.8834,,,,,,,,
24.0334,24.0343,-43.3537,1.1789,0.8815,,,,,,,,
32.3441,27.787,-43.0629,1.182,0.8708,,,,,,,,
35.5993,33.8969,-43.7691,1.1566,0.8594,,,,,,,,
46.3366,45.7408,-43.2124,1.1322,0.8527,,,,,,,,
22.8719,24.134,-43.9644,1.1637,0.849,,,,,,,,
,,,,,1647569,18213,290336,73.55,66.3872,0.0,33419,58.8717
28.0612,27.5651,-43.3651,1.1621,0.8415,,,,,,,,
38.8094,40.2575,-43.3202,1.1479,0.8346,,,,,,,,
22.545,23.4499,-43.4682,1.1431,0.8299,,,,,,,,
23.6408,22.5018,-43.136,1.1231,0.8265,,,,,,,,
48.6357,48.3881,-43.5904,1.0871,0.8282,,,,,,,,
66.746,63.0221,-43.3672,1.1075,0.8343,,,,,,,,
,,,,,1648080,18219,290432,77.65,82.7985,0.0,33429,55.7925
28.8353,29.4844,-43.8651,1.1231,0.8382,,,,,,,,
22.6901,25.564,-43.1557,1.1399,0.8392,,,,,,,,
29.6421,31.3999,-43.3205,1.1628,0.8356,,,,,,,,
17.1416,20.5362,-43.8174,1.1121,0.8307,,,,,,,,
23.1733,26.9214,-42.6663,1.0842,0.8341,,,,,,,,
19.8019,22.542,-43.6627,1.1062,0.8404,,,,,,,,
,,,,,1648555,18225,290528,79.1,57.6009,0.0,33437,55.1668
25.6723,21.4354,-43.5121,1.1113,0.8453,,,,,,,,
27.3476,23.5228,-43.0918,1.0943,0.8498,,,,,,,,
32.9085,32.3318,-42.7303,1.1014,0.8553,,,,,,,,
20.4583,21.3614,-43.4016,1.1003,0.8617,,,,,,,,
62.4431,58.8835,-43.2273,1.1227,0.8663,,,,,,,,
41.3961,45.1429,-43.3966,1.1229,0.8686,,,,,,,,
,,,,,1649022,18231,290624,86.0,85.6836,0.0,33446,53.3535
25.5673,28.2663,-42.939,1.1468,0.869,,,,,,,,
25.5174,27.3879,-43.2951,1.138,0.8658,,,,,,,,
37.2531,41.4384,-43.1668,1.1148,0.8633,,,,,,,,
34.1995,41.2949,-43.4667,1.12,0.8653,,,,,,,,
30.0455,29.4651,-42.883,1.1512,0.8653,,,,,,,,
32.4226,31.2467,-43.503,1.1302,0.8616,,,,,,,,
,,,,,1649567,18237,290720,76.9,88.264,0.0,33455,58.5993
32.1329,30.6717,-42.9053,1.1148,0.8615,,,,,,,,
32.0217,38.9369,-43.3119,1.1291,0.8624,,,,,,,,
19.4223,18.5712,-43.041,1.1372,0.8616,,,,,,,,
21.5696,22.6251,-42.9843,1.1472,0.8589,,,,,,,,
21.8178,22.5652,-44.0545,1.1154,0.856,,,,,,,,
,,,,,1650026,18242,290800,82.2,47.6337,0.0,33464,51.7525
28.9801,25.2834,-43.059,1.09,0.8588,,,,,,,,
23.9549,23.3308,-43.2183,1.0874,0.8658,,,,,,,,
17.314,18.2138,-43.8897,1.102,0.8744,,,,,,,,
29.0973,28.5684,-43.0289,1.1125,0.88,,,,,,,,
29.5281,30.382,-43.347,1.113,0.8842,,,,,,,,
46.9188,44.1116,-42.7911,1.1143,0.8877,,,,,,,,
,,,,,1650567,18248,290896,84.05,57.1788,0.0,33473,61.1935
40.8477,41.0725,-43.1062,1.1554,0.8889,,,,,,,,
21.1717,23.5211,-43.3648,1.1645,0.8828,,,,,,,,
32.3587,31.8248,-43.26,1.1447,0.8753,,,,,,,,
32.1646,28.2802,-43.4698,1.1321,0.8708,,,,,,,,
21.6501,23.8301,-43.26,1.105,0.8702,,,,,,,,
53.3655,47.236,-43.5995,1.0999,0.8743,,,,,,,,
,,,,,1651068,18254,290992,77.9,60.8409,0.0,33481,58.6305
27.0564,28.0999,-43.6876,1.0909,0.8805,,,,,,,,
35.5993,34.5703,-43.5596,1.1137,0.8878,,,,,,,,
29.4601,25.7023,-43.6724,1.1285,0.8914,,,,,,,,
26.5346,25.0506,-43.138,1.1451,0.8907,,,,,,,,
21.3986,21.0125,-43.6891,1.1111,0.8885,,,,,,,,
25.2497,24.7366,-43.3726,1.1271,0.8906,,,,,,,,
37.0514,37.1758,-43.2374,1.1491,0.8893,,,,,,,,
,,,,,1651565,18261,291104,81.65,59.2193,0.0,33491,53.3366
30.4351,29.951,-43.5108,1.1247,0.886,,,,,,,,
28.8513,29.7562,-43.5596,1.1023,0.8874,,,,,,,,
18.8605,17.002,-43.255,1.1085,0.8915,,,,,,,,
21.1741,21.3702,-43.4956,1.0952,0.8961,,,,,,,,
73.5155,70.2761,-42.6892,1.1015,0.9034,,,,,,,,
,,,,,1652021,18266,291184,88.25,71.4492,0.0,33500,49.8815
22.2399,24.0266,-43.404,1.133,0.9085,,,,,,,,
30.4878,35.5074,-43.3411,1.1309,0.909,,,,,,,,
55.3483,46.2709,-42.5743,1.1341,0.907,,,,,,,,
27.2635,33.0809,-42.8915,1.1413,0.9053,,,,,,,,
21.9926,24.4681,-43.3462,1.1646,0.9013,,,,,,,,
38.2679,38.1524,-43.0376,1.1509,0.8931,,,,,,,,
,,,,,1652563,18272,291280,83.85,91.0579,0.0,33509,60.608
37.007,37.538,-43.3766,1.1185,0.8879,,,,,,,,
24.3588,22.8753,-43.062,1.0807,0.8903,,,,,,,,
42.7427,40.2027,-43.022,1.0843,0.8993,,,,,,,,
24.8295,26.1752,-43.5877,1.0988,0.909,,,,,,,,
33.1757,33.3413,-43.1901,1.121,0.9155,,,,,,,,
26.7086,26.5753,-43.4608,1.1153,0.9186,,,,,,,,
,,,,,1653076,18278,291376,87.5,84.7061,0.0,33518,53.4229
69.1897,63.6192,-42.6657,1.1344,0.9209,,,,,,,,
41.0907,38.4905,-43.0825,1.1447,0.9185,,,,,,,,
30.0157,27.7429,-43.2844,1.1468,0.914,,,,,,,,
28.4902,25.6438,-42.8488,1.1538,0.9092,,,,,,,,
23.6091,23.46,-42.9823,1.1517,0.9031,,,,,,,,
,,,,,1653518,18283,291456,81.3,75.4859,0.0,33527,49.8092
43.0471,39.4441,-42.3513,1.1251,0.8977,,,,,,,,
24.1729,21.7522,-42.868,1.1474,0.896,,,,,,,,
26.4938,22.5743,-43.0255,1.1404,0.8918,,,,,,,,
41.0705,38.6682,-43.2403,1.1274,0.889,,,,,,,,
53.0218,56.4989,-42.4151,1.0977,0.8896,,,,,,,,
22.5459,24.2981,-43.2046,1.1135,0.8949,,,,,,,,
,,,,,1654053,18289,291552,78.85,90.6461,0.0,33536,62.7979
28.3735,28.744,-43.5762,1.1136,0.8983,,,,,,,,
27.6171,28.7781,-43.3969,1.1192,0.9012,,,,,,,,
30.6023,30.1351,-43.7007,1.1171,0.9036,,,,,,,,
23.7183,24.4941,-43.0475,1.1199,0.9057,,,,,,,,
27.8637,30.1872,-43.3729,1.115,0.9076,,,,,,,,
,,,,,1654540,18294,291632,82.3,88.7191,0.0,33544,57.049
24.7751,27.0645,-43.4995,1.1253,0.9096,,,,,,,,
23.0432,25.0139,-43.5512,1.1313,0.9105,,,,,,,,
27.6691,28.9117,-42.9889,1.1336,0.9097,,,,,,,,
23.4676,23.4501,-42.8875,1.1383,0.9081,,,,,,,,
47.9352,44.1679,-43.5226,1.1677,0.9034,,,,,,,,
45.2806,43.5624,-43.0193,1.1585,0.8945,,,,,,,,
,,,,,1655049,18300,291728,80.6,75.4035,0.0,33554,55.499
25.9262,27.2263,-43.0993,1.1078,0.8891,,,,,,,,
52.4528,37.4783,-43.6867,1.0596,0.8934,,,,,,,,
48.1458,52.4969,-42.7657,1.0761,0.9064,,,,,,,,
58.0404,56.8844,-43.1819,1.1304,0.917,,,,,,,,
43.7006,46.1967,-42.4355,1.1498,0.9169,,,,,,,,
,,,,,1655528,18305,291808,79.6,92.7693,0.0,33562,54.3628
43.808,54.0082,-42.8441,1.1379,0.9127,,,,,,,,
29.8433,35.8893,-43.0055,1.1267,0.9106,,,,,,,,
45.1335,53.9097,-42.9036,1.1134,0.9116,,,,,,,,
42.1562,45.3213,-43.0837,1.1581,0.9113,,,,,,,,
26.3548,27.6344,-43.0865,1.1505,0.9056,,,,,,,,
50.4703,50.0568,-42.8957,1.1212,0.9012,,,,,,,,
,,,,,1656024,18311,291904,87.1,80.478,0.0,33572,53.4967
38.2839,34.6224,-43.1401,1.1123,0.9013,,,,,,,,
25.7034,24.8494,-42.6691,1.1098,0.9044,,,,,,,,
27.6271,27.7175,-43.2254,1.092,0.9093,,,,,,,,
24.1811,28.546,-43.0309,1.0872,0.9174,,,,,,,,
37.6088,39.1062,-43.3779,1.1131,0.9254,,,,,,,,
52.8752,43.5261,-42.8591,1.1285,0.9292,,,,,,,,
34.231,33.1039,-42.9178,1.1499,0.9279,,,,,,,,
,,,,,1656533,18318,292016,78.1,77.8569,0.0,33580,59.8284
38.7905,31.8688,-42.9365,1.1515,0.9234,,,,,,,,
33.9847,36.2454,-43.4789,1.1418,0.9182,,,,,,,,
35.6432,34.1219,-42.8629,1.1623,0.9135,,,,,,,,
38.1568,34.2693,-42.99,1.1605,0.9053,,,,,,,,
26.8329,29.0152,-42.3571,1.1249,0.8988,,,,,,,,
27.6436,24.3523,-43.3541,1.1024,0.8993,,,,,,,,
,,,,,1657063,18324,292112,77.2,84.9872,0.0,33589,59.1968
35.5336,33.2424,-42.9524,1.1122,0.9033,,,,,,,,
28.2599,24.9631,-43.8023,1.095,0.9079,,,,,,,,
27.9144,21.058,-43.3192,1.1279,0.9127,,,,,,,,
24.6592,28.8238,-43.3397,1.112,0.9149,,,,,,,,
26.4335,28.6736,-43.8484,1.1093,0.9175,,,,,,,,
,,,,,1657519,18329,292192,86.45,90.5007,0.0,33599,48.0832
32.7273,34.2905,-43.2047,1.1302,0.9207,,,,,,,,
38.0663,38.6407,-43.5241,1.1332,0.9206,,,,,,,,
30.093,27.8474,-42.9145,1.1571,0.9185,,,,,,,,
21.3167,20.8635,-43.5041,1.1876,0.9104,,,,,,,,
22.8032,22.8812,-43.4892,1.1355,0.9003,,,,,,,,
36.8258,38.618,-43.3335,1.1204,0.8966,,,,,,,,
,,,,,1658006,18335,292288,79.8,74.6897,0.0,33607,57.279
42.1171,38.7575,-43.5712,1.1212,0.8968,,,,,,,,
38.9593,41.7494,-43.282,1.1096,0.8986,,,,,,,,
35.6701,35.8868,-43.8255,1.1504,0.9002,,,,,,,,
31.3275,30.881,-43.0954,1.1666,0.8953,,,,,,,,
22.2665,19.794,-43.2804,1.1462,0.8881,,,,,,,,
28.3621,20.4104,-43.2177,1.1454,0.8831,,,,,,,,
41.3773,40.8537,-43.2917,1.1138,0.8798,,,,,,,,
,,,,,1658525,18342,292400,86.95,88.8395,0.0,33616,55.0997
37.4205,38.7469,-43.1918,1.0986,0.8824,,,,,,,,
24.9598,23.4128,-43.1754,1.1135,0.8875,,,,,,,,
24.0626,28.1971,-42.644,1.1261,0.8896,,,,,,,,
30.4344,28.9718,-42.647,1.1514,0.8894,,,,,,,,
26.1733,28.6324,-43.2892,1.1557,0.8851,,,,,,,,
36.6992,39.4926,-43.2339,1.144,0.8793,,,,,,,,
,,,,,1659023,18348,292496,77.6,44.9059,0.0,33625,56.2284
24.7456,27.9652,-43.5967,1.1256,0.8753,,,,,,,,
30.9703,29.8286,-43.1907,1.0885,0.8764,,,,,,,,
25.8096,24.1312,-43.1357,1.1351,0.8818,,,,,,,,
31.0082,31.2298,-42.9916,1.1476,0.8808,,,,,,,,
24.8243,25.0366,-43.4027,1.1368,0.8767,,,,,,,,
40.0568,38.3023,-43.2243,1.1279,0.8749,,,,,,,,
,,,,,1659530,18354,292592,86.8,74.7831,0.0,33635,52.3695
38.5979,23.3803,-42.9592,1.1347,0.8741,,,,,,,,
31.4305,36.2778,-42.6508,1.1398,0.872,,,,,,,,
26.675,25.601,-43.6294,1.1137,0.8703,,,,,,,,
35.755,40.5339,-43.1687,1.0841,0.8741,,,,,,,,
45.705,47.9901,-42.8368,1.1218,0.8807,,,,,,,,
38.0514,35.1591,-43.0373,1.1131,0.8831,,,,,,,,
,,,,,1660027,18360,292688,77.95,83.2014,0.0,33644,57.2981
29.8777,26.8384,-43.4685,1.092,0.8869,,,,,,,,
26.2845,26.5184,-43.4131,1.1173,0.8936,,,,,,,,
21.7876,21.3154,-43.0578,1.1603,0.8941,,,,,,,,
33.1967,34.6812,-43.3026,1.152,0.8879,,,,,,,,
25.9661,27.9394,-43.3478,1.1189,0.8837,,,,,,,,
40.048,42.3832,-43.5055,1.1072,0.8852,,,,,,,,
,,,,,1660507,18366,292784,77.2,64.3107,0.0,33652,58.3761
37.9644,39.2654,-43.2441,1.1317,0.8872,,,,,,,,
32.0074,36.2771,-43.1381,1.0901,0.8889,,,,,,,,
37.4134,41.3193,-42.7201,1.1004,0.8952,,,,,,,,
22.3275,23.5039,-43.5559,1.1379,0.8999,,,,,,,,
25.515,23.1479,-43.4742,1.1564,0.8984,,,,,,,,
29.6096,25.4588,-43.8826,1.1278,0.8928,,,,,,,,
,,,,,1661082,18372,292880,83.65,91.7065,0.0,33662,59.0368
26.106,28.8494,-43.2526,1.1187,0.8924,,,,,,,,
24.0599,21.5307,-43.4061,1.1376,0.8931,,,,,,,,
31.7035,29.0473,-43.123,1.1201,0.8917,,,,,,,,
24.2615,23.0887,-44.063,1.0955,0.8943,,,,,,,,
28.3897,31.932,-42.8481,1.135,0.8979,,,,,,,,
21.496,23.4609,-43.2229,1.1045,0.8987,,,,,,,,
,,,,,1661532,18378,292976,82.5,78.4331,0.0,33671,49.8889
58.5473,66.5548,-43.0599,1.1338,0.9017,,,,,,,,
24.4978,23.1137,-43.0432,1.107,0.9021,,,,,,,,
26.9411,29.3355,-42.6126,1.1163,0.9057,,,,,,,,
28.4624,30.4193,-43.6657,1.1186,0.9084,,,,,,,,
22.9134,22.2022,-44.0583,1.1268,0.9101,,,,,,,,
33.7494,34.0071,-43.4037,1.1319,0.9103,,,,,,,,
24.682,20.4905,-43.6816,1.1222,0.9103,,,,,,,,
,,,,,1662044,18385,293088,88.05,87.0836,0.0,33680,52.9186
29.5608,30.4185,-42.8952,1.126,0.9105,,,,,,,,
28.9382,31.5102,-43.2921,1.1346,0.9098,,,,,,,,
19.9922,21.4675,-43.6663,1.1364,0.9079,,,,,,,,
28.7224,30.9402,-43.0681,1.1293,0.9063,,,,,,,,
44.3077,38.5676,-43.6065,1.1292,0.9054,,,,,,,,
28.3764,24.5983,-43.7789,1.1368,0.9045,,,,,,,,
34.9534,30.418,-43.6354,1.1435,0.9018,,,,,,,,
,,,,,1662576,18392,293200,88.7,83.7776,0.0,33690,57.5495
42.2954,39.3512,-42.6189,1.152,0.8975,,,,,,,,
24.1564,24.6781,-43.7228,1.1412,0.8925,,,,,,,,
31.1054,30.7451,-43.3095,1.1232,0.8888,,,,,,,,
45.3009,48.0134,-42.6647,1.1011,0.8901,,,,,,,,
26.4592,24.9164,-43.8367,1.1241,0.8944,,,,,,,,
,,,,,1663075,18397,293280,82.85,85.6446,0.0,33699,54.2246
21.731,20.7716,-43.1355,1.156,0.8939,,,,,,,,
35.2285,32.5013,-43.2648,1.1405,0.8896,,,,,,,,
46.261,43.1734,-43.6039,1.1305,0.8862,,,,,,,,
30.7407,26.6495,-43.3238,1.1236,0.8856,,,,,,,,
30.142,28.0599,-42.9076,1.1214,0.8853,,,,,,,,
27.3269,26.1774,-43.5971,1.0968,0.8882,,,,,,,,
,,,,,1663547,18403,293376,80.9,49.5683,0.0,33707,54.5566
24.0647,28.7309,-43.6233,1.1342,0.8925,,,,,,,,
23.3502,21.8754,-44.5535,1.1334,0.8918,,,,,,,,
48.677,46.3172,-43.0966,1.1343,0.8898,,,,,,,,
40.5317,27.7654,-43.6034,1.1258,0.8885,,,,,,,,
52.3196,53.301,-43.6985,1.1169,0.8893,,,,,,,,
,,,,,1664011,18408,293456,84.2,85.3757,0.0,33716,55.1902
22.6305,25.1154,-43.3383,1.1231,0.8902,,,,,,,,
43.02,42.6974,-43.4704,1.1228,0.8911,,,,,,,,
24.0066,25.3949,-42.7934,1.1177,0.8927,,,,,,,,
22.5271,20.4547,-43.8308,1.1418,0.8937,,,,,,,,
21.723,22.5902,-43.1952,1.147,0.8907,,,,,,,,
22.5657,19.498,-43.2814,1.1658,0.8852,,,,,,,,
,,,,,1664550,18414,293552,84.35,87.572,0.0,33725,57.4944
23.4955,21.8422,-43.4051,1.1447,0.8771,,,,,,,,
23.0753,20.4255,-43.6244,1.1434,0.8724,,,,,,,,
39.2981,46.5859,-43.4598,1.1321,0.8686,,,,,,,,
38.0723,43.5297,-43.4557,1.1236,0.8672,,,,,,,,
19.2951,20.2653,-43.3643,1.0977,0.8693,,,,,,,,
,,,,,1665028,18419,293632,80.9,63.7956,0.0,33734,51.938
32.2466,28.6681,-42.7603,1.0996,0.8743,,,,,,,,
38.6795,40.8222,-42.9283,1.0818,0.8818,,,,,,,,
68.0741,65.8628,-43.0653,1.1328,0.8888,,,,,,,,
20.5087,19.9695,-43.1751,1.148,0.8887,,,,,,,,
25.633,30.3647,-42.829,1.1364,0.8852,,,,,,,,
40.1295,39.8445,-43.1047,1.1108,0.8834,,,,,,,,
,,,,,1665529,18425,293728,87.7,71.172,0.0,33744,51.7927
29.5996,28.9439,-42.691,1.1027,0.8869,,,,,,,,
28.5232,27.7581,-43.501,1.1212,0.8917,,,,,,,,
29.1115,28.0489,-43.3073,1.1295,0.8934,,,,,,,,
25.519,28.9744,-43.1844,1.1228,0.8932,,,,,,,,
29.9123,36.9208,-43.2684,1.1028,0.8944,,,,,,,,
29.4845,28.2782,-42.8956,1.128,0.8982,,,,,,,,
,,,,,1666062,18431,293824,81.0,66.4943,0.0,33753,62.8636
39.7286,29.4334,-43.3527,1.1189,0.8992,,,,,,,,
24.5115,25.7458,-43.8646,1.1237,0.9011,,,,,,,,
41.2104,42.9384,-42.9151,1.1506,0.9006,,,,,,,,
27.1097,29.5155,-43.2683,1.1347,0.8961,,,,,,,,
20.7075,22.0206,-43.3012,1.1375,0.8936,,,,,,,,
,,,,,1666508,18436,293904,83.05,88.7245,0.0,33762,48.3935
32.2338,31.138,-43.1532,1.1299,0.8913,,,,,,,,
31.1121,31.699,-43.3718,1.1221,0.8906,,,,,,,,
60.8755,67.2404,-42.9302,1.1436,0.8902,,,,,,,,
43.309,26.2806,-42.8775,1.1261,0.8882,,,,,,,,
33.0207,29.2652,-43.0915,1.1131,0.8878,,,,,,,,
39.9258,40.8939,-43.1376,1.0821,0.8919,,,,,,,,
,,,,,1667085,18442,294000,85.45,85.5842,0.0,33772,59.0477
36.2887,37.4085,-43.1493,1.1181,0.9,,,,,,,,
24.0159,24.066,-43.2728,1.1269,0.9032,,,,,,,,
36.4282,33.899,-43.4857,1.1211,0.9042,,,,,,,,
22.1297,25.4825,-43.8904,1.1615,0.9032,,,,,,,,
22.0355,18.5146,-43.3239,1.1423,0.8972,,,,,,,,
,,,,,1667564,18447,294080,80.15,85.0085,0.0,33780,56.69
21.1619,20.3074,-43.4427,1.1214,0.8936,,,,,,,,
35.8426,38.5353,-43.0298,1.1285,0.8935,,,,,,,,
22.7346,23.0227,-43.0093,1.146,0.8922,,,,,,,,
19.7392,21.5699,-43.1031,1.1342,0.8886,,,,,,,,
27.8648,32.1792,-43.3487,1.1331,0.8864,,,,,,,,
,,,,,1668004,18452,294160,82.3,89.0218,0.0,33788,52.1468
24.7243,29.7587,-43.7229,1.1469,0.8846,,,,,,,,
51.7894,43.9765,-43.1431,1.1585,0.8796,,,,,,,,
28.9541,28.5163,-42.7956,1.128,0.8733,,,,,,,,
21.5354,21.2414,-43.5812,1.1118,0.8725,,,,,,,,
33.0944,31.391,-43.6438,1.1044,0.8753,,,,,,,,
20.5835,20.6649,-43.6416,1.0888,0.8822,,,,,,,,
36.9421,34.3221,-43.043,1.1255,0.8886,,,,,,,,
,,,,,1668557,18459,294272,77.4,45.4912,0.0,33798,59.5427
25.1021,22.9154,-43.2684,1.1485,0.8889,,,,,,,,
35.0853,36.7648,-42.8036,1.1517,0.8841,,,,,,,,
21.347,21.3699,-43.3256,1.1058,0.8797,,,,,,,,
25.6703,27.2163,-43.5489,1.1273,0.8826,,,,,,,,
24.5264,24.3088,-43.1573,1.1299,0.8828,,,,,,,,
56.2078,48.9461,-43.2928,1.1128,0.8833,,,,,,,,
,,,,,1669079,18465,294368,81.25,57.8561,0.0,33807,57.378
25.1623,22.9131,-43.0406,1.1203,0.8856,,,,,,,,
29.0045,30.269,-43.3724,1.1137,0.8878,,,,,,,,
54.1229,54.3942,-43.0605,1.1181,0.891,,,,,,,,
68.5136,68.9711,-42.994,1.138,0.8922,,,,,,,,
26.7318,25.7712,-42.6873,1.1013,0.8909,,,,,,,,
29.9899,28.7304,-42.9624,1.0428,0.9004,,,,,,,,
,,,,,1669534,18471,294464,85.9,87.1196,0.0,33816,52.2777
47.9894,40.5249,-43.4958,1.1257,0.9131,,,,,,,,
41.9412,35.6935,-43.0672,1.1369,0.9158,,,,,,,,
29.2118,39.2272,-43.7169,1.1295,0.9146,,,,,,,,
25.3213,25.5664,-43.1829,1.0785,0.9153,,,,,,,,
41.9203,39.6674,-42.6453,1.0835,0.9257,,,,,,,,
26.174,26.5619,-42.8142,1.1206,0.9347,,,,,,,,
,,,,,1670081,18477,294560,74.95,66.4107,0.0,33824,61.3843
23.085,23.5678,-43.4292,1.1455,0.9367,,,,,,,,
19.5359,21.2134,-44.2834,1.1794,0.9314,,,,,,,,
47.8959,47.1572,-42.8239,1.1709,0.9206,,,,,,,,
21.8526,18.0122,-43.6802,1.1491,0.911,,,,,,,,
43.4912,39.7924,-43.0255,1.1608,0.9041,,,,,,,,
,,,,,1670547,18482,294640,84.35,86.1839,0.0,33834,49.3849
28.2442,29.0509,-43.4378,1.1245,0.898,,,,,,,,
24.1872,23.6978,-43.5456,1.1077,0.8988,,,,,,,,
