rl_loss/qf1_loss,rl_loss/qf2_loss,rl_loss/policy_loss,rl_loss/policy_entropy,rl_loss/alpha,z/env_steps,z/rollouts,z/rl_steps,metrics/total_steps_eval,metrics/return_eval_total,metrics/success_rate_eval,z/time_cost,z/fps
86.0903,89.6689,-38.9751,1.1112,1.0742,,,,,,,,
72.3073,77.0757,-39.4597,1.1062,1.0775,,,,,,,,
62.1731,60.0004,-39.4919,1.1137,1.0814,,,,,,,,
,,,,,485500,4764,75152,105.95,31.7179,0.0,11142,44.7812
53.2882,58.537,-39.7069,1.1389,1.0828,,,,,,,,
81.6875,73.4102,-39.6056,1.0773,1.0842,,,,,,,,
67.9389,73.3442,-39.8106,1.11,1.0916,,,,,,,,
67.8593,69.9209,-39.3685,1.15,1.0933,,,,,,,,
,,,,,486030,4768,75216,113.65,70.2925,0.0,11154,44.7466
86.4496,80.3657,-38.0497,1.1176,1.0912,,,,,,,,
67.2903,60.708,-39.6223,1.1531,1.091,,,,,,,,
64.9681,66.8876,-39.0055,1.1531,1.0865,,,,,,,,
60.0176,54.2595,-39.87,1.1383,1.0818,,,,,,,,
70.1508,74.2306,-38.8225,1.1162,1.0795,,,,,,,,
,,,,,486509,4773,75296,105.55,56.6304,0.0,11165,45.372
93.244,96.0445,-39.304,1.0804,1.0825,,,,,,,,
75.5048,81.8908,-39.6067,1.1029,1.0902,,,,,,,,
49.5138,43.2676,-39.6122,1.1326,1.095,,,,,,,,
85.8748,78.949,-39.8285,1.1298,1.0944,,,,,,,,
70.5728,69.2845,-38.9942,1.1352,1.0935,,,,,,,,
56.965,55.92,-40.7516,1.1569,1.0908,,,,,,,,
,,,,,487081,4779,75392,98.8,39.7247,0.0,11175,57.1741
98.2714,104.5433,-38.791,1.1904,1.0837,,,,,,,,
57.9479,64.1256,-40.7318,1.1439,1.0744,,,,,,,,
59.4394,55.0255,-39.1955,1.1223,1.0699,,,,,,,,
83.1391,69.7899,-40.0189,1.1324,1.0697,,,,,,,,
,,,,,487508,4783,75456,118.2,50.5276,0.0,11186,37.6844
72.8112,69.4379,-39.2422,1.1565,1.067,,,,,,,,
69.1625,72.2345,-39.1266,1.1533,1.0619,,,,,,,,
70.6491,71.3379,-39.4646,1.1554,1.0561,,,,,,,,
82.1571,89.3923,-39.0155,1.121,1.0523,,,,,,,,
86.9052,100.3281,-39.2042,1.1305,1.052,,,,,,,,
60.8693,60.0535,-39.1473,1.1604,1.0499,,,,,,,,
,,,,,488029,4789,75552,85.85,44.484,0.0,11196,50.9483
81.0604,77.3485,-39.6016,1.1543,1.0441,,,,,,,,
62.8912,60.6045,-38.8033,1.0881,1.0404,,,,,,,,
46.7456,49.1073,-39.9865,1.0752,1.0464,,,,,,,,
116.9266,118.5606,-38.8064,1.0855,1.0558,,,,,,,,
55.9683,53.4797,-39.2534,1.1154,1.0638,,,,,,,,
,,,,,488500,4794,75632,92.3,46.0632,0.0,11206,49.676
69.08,71.206,-39.6595,1.1465,1.0654,,,,,,,,
82.9623,84.8775,-39.5246,1.1097,1.0645,,,,,,,,
89.3977,90.1788,-38.8668,1.1302,1.0657,,,,,,,,
65.1646,70.8286,-38.7296,1.046,1.0679,,,,,,,,
78.0276,88.7485,-39.4353,1.0973,1.0801,,,,,,,,
65.9226,66.6364,-39.4797,1.1153,1.0869,,,,,,,,
,,,,,489091,4800,75728,109.45,49.2765,0.0,11217,52.3563
55.7952,56.8612,-39.9322,1.1025,1.0912,,,,,,,,
54.15,59.0245,-39.3261,1.1237,1.0949,,,,,,,,
68.2498,80.8399,-38.2562,1.1491,1.0959,,,,,,,,
61.8586,61.7894,-39.9334,1.1842,1.0904,,,,,,,,
68.5245,66.2859,-38.8053,1.1095,1.0824,,,,,,,,
,,,,,489584,4805,75808,89.0,60.4869,0.0,11227,48.6601
105.5076,101.8709,-39.1688,1.1007,1.0838,,,,,,,,
120.3835,128.4523,-38.921,1.1057,1.0888,,,,,,,,
74.4001,80.3116,-40.0285,1.1454,1.0917,,,,,,,,
65.2819,65.3694,-38.3024,1.1065,1.0907,,,,,,,,
52.1568,62.2142,-39.9389,1.1017,1.0941,,,,,,,,
,,,,,490033,4810,75888,109.8,60.004,0.0,11238,41.9704
89.2921,90.659,-38.8579,1.1306,1.0975,,,,,,,,
77.306,72.1832,-39.5169,1.0954,1.0986,,,,,,,,
67.0219,80.3038,-39.1118,1.0967,1.1046,,,,,,,,
67.9581,61.8912,-40.9428,1.1437,1.109,,,,,,,,
73.2316,72.7111,-39.8024,1.1428,1.1069,,,,,,,,
,,,,,490501,4815,75968,104.4,26.1846,0.0,11247,48.2696
82.8523,82.4435,-39.9038,1.1499,1.1031,,,,,,,,
101.9124,97.3987,-38.7236,1.1126,1.1003,,,,,,,,
54.9505,51.2963,-39.7536,1.1233,1.1019,,,,,,,,
38.0833,39.4944,-40.1763,1.1326,1.102,,,,,,,,
64.0619,61.1097,-40.1493,1.1117,1.1025,,,,,,,,
,,,,,491000,4820,76048,85.8,21.7786,0.0,11257,52.3646
70.6946,58.1586,-39.2173,1.1182,1.1043,,,,,,,,
40.7236,41.0339,-40.0955,1.1326,1.1058,,,,,,,,
70.6424,77.1039,-39.4917,1.1555,1.104,,,,,,,,
74.7346,71.4786,-39.73,1.118,1.1002,,,,,,,,
80.119,83.5246,-38.6271,1.1126,1.1017,,,,,,,,
,,,,,491569,4825,76128,101.9,54.9782,0.0,11268,50.6371
57.0028,59.102,-39.439,1.1521,1.1027,,,,,,,,
61.4902,55.0799,-39.3552,1.1538,1.0985,,,,,,,,
49.5375,45.1383,-38.9015,1.1529,1.0923,,,,,,,,
83.9678,92.543,-39.0083,1.1572,1.0856,,,,,,,,
,,,,,492054,4829,76192,97.75,32.3616,0.0,11278,51.0897
80.9368,81.4943,-39.2154,1.1681,1.0782,,,,,,,,
75.4402,82.8643,-39.4311,1.116,1.0723,,,,,,,,
61.1634,57.167,-40.0329,1.0492,1.0747,,,,,,,,
77.6588,67.1587,-38.9797,1.0568,1.0884,,,,,,,,
,,,,,492501,4833,76256,93.0,75.6798,0.0,11287,48.2008
68.7959,72.5169,-39.5197,1.1202,1.1008,,,,,,,,
78.4058,72.9266,-39.5189,1.1294,1.1043,,,,,,,,
53.6054,46.3157,-39.9666,1.1426,1.1037,,,,,,,,
62.1171,68.6952,-39.4595,1.1454,1.1005,,,,,,,,
56.8567,59.585,-39.6629,1.1296,1.0968,,,,,,,,
75.4413,74.0959,-38.9733,1.1346,1.0961,,,,,,,,
,,,,,493015,4839,76352,98.85,51.484,0.0,11298,45.6522
70.4106,80.3437,-39.5841,1.1591,1.0931,,,,,,,,
84.7687,79.6025,-39.4293,1.1451,1.0879,,,,,,,,
77.0162,75.388,-38.8381,1.129,1.0835,,,,,,,,
91.7744,87.6298,-39.9806,1.091,1.084,,,,,,,,
58.5664,62.5135,-39.0728,1.1387,1.0882,,,,,,,,
65.5084,63.0641,-38.8959,1.141,1.0872,,,,,,,,
,,,,,493547,4845,76448,97.1,64.4728,0.0,11309,48.4634
54.7981,57.2924,-39.2272,1.0909,1.0859,,,,,,,,
55.9916,56.6775,-40.1517,1.0713,1.0931,,,,,,,,
67.5454,72.2892,-39.404,1.0408,1.106,,,,,,,,
74.6719,74.4492,-39.3201,1.0529,1.1232,,,,,,,,
73.5229,78.576,-39.4917,1.1267,1.1365,,,,,,,,
86.5427,79.3142,-39.0988,1.157,1.1379,,,,,,,,
,,,,,494061,4851,76544,99.45,32.9075,0.0,11319,50.6118
63.223,60.5762,-39.0025,1.1559,1.1329,,,,,,,,
52.4692,54.7411,-40.1787,1.1573,1.1265,,,,,,,,
78.0583,72.8633,-39.566,1.1198,1.1207,,,,,,,,
80.199,79.7367,-40.0518,1.0909,1.123,,,,,,,,
59.5968,52.7457,-39.9884,1.131,1.1272,,,,,,,,
73.1254,80.2122,-39.1424,1.1011,1.1282,,,,,,,,
,,,,,494528,4857,76640,103.2,33.789,0.0,11329,46.3288
60.8905,61.1012,-40.2143,1.1126,1.1333,,,,,,,,
89.0061,88.1837,-39.2203,1.1648,1.1333,,,,,,,,
105.5893,125.6594,-38.6057,1.1256,1.129,,,,,,,,
103.8259,92.1954,-38.9646,1.1245,1.1277,,,,,,,,
65.0754,63.4519,-38.6553,1.1264,1.1291,,,,,,,,
,,,,,495082,4862,76720,107.7,39.7931,0.0,11341,48.2846
76.0029,80.3262,-39.4831,1.1175,1.1281,,,,,,,,
56.0996,58.9268,-39.9965,1.0805,1.1316,,,,,,,,
70.4827,73.1058,-39.5809,1.1298,1.1399,,,,,,,,
74.9074,67.5239,-39.9222,1.1343,1.1404,,,,,,,,
98.4976,93.0996,-38.971,1.1362,1.1386,,,,,,,,
62.3267,65.2182,-39.3348,1.1684,1.1356,,,,,,,,
,,,,,495578,4868,76816,112.25,36.1616,0.0,11352,44.2394
91.7292,92.8432,-39.7814,1.173,1.1265,,,,,,,,
69.8583,61.2262,-39.309,1.1391,1.1181,,,,,,,,
64.8434,57.8613,-39.0276,1.0986,1.1156,,,,,,,,
66.705,65.2692,-40.625,1.1049,1.1204,,,,,,,,
65.7868,62.4517,-39.3851,1.1106,1.1249,,,,,,,,
,,,,,496063,4873,76896,90.8,52.309,0.0,11361,51.9757
79.8396,78.7198,-38.956,1.1458,1.1275,,,,,,,,
84.6408,89.0175,-39.664,1.1452,1.1245,,,,,,,,
56.1035,57.6248,-39.6675,1.166,1.1193,,,,,,,,
87.2535,79.8054,-39.5633,1.1229,1.1128,,,,,,,,
82.7242,89.1076,-39.6424,1.1028,1.1131,,,,,,,,
,,,,,496525,4878,76976,128.9,63.6892,0.0,11374,37.2628
59.7972,66.912,-39.5732,1.0992,1.1181,,,,,,,,
52.1787,54.2658,-39.2045,1.1028,1.1233,,,,,,,,
64.8468,68.51,-39.2745,1.1067,1.1286,,,,,,,,
62.2234,70.1555,-39.523,1.1444,1.1312,,,,,,,,
47.0196,52.2772,-40.2244,1.1257,1.1299,,,,,,,,
76.3459,78.0248,-39.6634,1.073,1.131,,,,,,,,
,,,,,497100,4884,77072,89.25,65.4757,0.0,11384,56.8922
48.8738,45.269,-40.1382,1.0898,1.1406,,,,,,,,
64.0073,73.6131,-39.0582,1.1298,1.1481,,,,,,,,
101.9706,102.6932,-39.2849,1.1087,1.1495,,,,,,,,
72.6234,71.7708,-39.6505,1.0871,1.1549,,,,,,,,
83.4389,74.6115,-39.6079,1.1405,1.1611,,,,,,,,
,,,,,497519,4889,77152,118.5,55.746,0.0,11395,38.2253
42.823,47.9863,-39.9107,1.1525,1.1589,,,,,,,,
77.289,78.6631,-39.9785,1.1532,1.1537,,,,,,,,
47.4975,66.5697,-40.729,1.1589,1.1477,,,,,,,,
95.4692,99.8047,-38.8634,1.1636,1.1401,,,,,,,,
45.9891,51.8261,-40.6707,1.1124,1.134,,,,,,,,
84.347,81.8884,-39.1373,1.1577,1.1321,,,,,,,,
,,,,,498077,4895,77248,82.6,32.2953,0.0,11405,55.3712
63.5811,62.6429,-39.5128,1.1287,1.1284,,,,,,,,
70.8786,78.3224,-39.7105,1.1482,1.126,,,,,,,,
46.1549,51.5494,-40.233,1.0917,1.1246,,,,,,,,
51.7748,49.7459,-39.7403,1.1213,1.1287,,,,,,,,
62.7311,77.2947,-39.9753,1.1693,1.1292,,,,,,,,
72.4512,61.2723,-39.3752,1.183,1.1208,,,,,,,,
,,,,,498547,4901,77344,123.7,22.2155,0.0,11417,38.2905
71.1623,68.8468,-39.6985,1.1563,1.1094,,,,,,,,
54.4686,56.4811,-40.696,1.1175,1.1038,,,,,,,,
80.1834,70.0544,-39.9336,1.1532,1.1031,,,,,,,,
59.885,64.2842,-39.7541,1.1204,1.0999,,,,,,,,
66.3942,68.7422,-39.2888,1.1044,1.1002,,,,,,,,
57.1529,61.2622,-40.2717,1.1044,1.1051,,,,,,,,
,,,,,499010,4907,77440,120.2,50.3455,0.0,11429,40.3972
69.4187,62.197,-39.4658,1.143,1.1081,,,,,,,,
58.8588,64.8656,-39.4416,1.1805,1.1042,,,,,,,,
63.9041,73.2508,-40.0418,1.1661,1.0954,,,,,,,,
69.089,72.3472,-38.7477,1.1654,1.0862,,,,,,,,
52.2796,51.9258,-40.4253,1.1206,1.079,,,,,,,,
,,,,,499507,4912,77520,89.85,47.9788,0.0,11439,49.8996
81.4655,94.6671,-38.8626,1.0346,1.0827,,,,,,,,
91.1493,89.6111,-39.4554,1.0931,1.0953,,,,,,,,
64.1163,63.596,-39.4041,1.1139,1.1034,,,,,,,,
72.7132,77.6826,-40.2095,1.1698,1.1052,,,,,,,,
53.6099,49.9515,-39.854,1.2078,1.0963,,,,,,,,
46.6271,52.1771,-39.1609,1.1524,1.0844,,,,,,,,
,,,,,500012,4918,77616,113.7,48.868,0.0,11451,41.6272
81.159,82.4376,-39.9253,1.1591,1.077,,,,,,,,
79.1425,84.2749,-39.3492,1.1465,1.071,,,,,,,,
63.9792,74.552,-39.6924,1.1573,1.0664,,,,,,,,
77.652,75.0188,-40.1144,1.1056,1.0627,,,,,,,,
73.83,77.6264,-39.2271,1.1099,1.0653,,,,,,,,
82.9559,84.2103,-39.3827,1.1267,1.0673,,,,,,,,
,,,,,500548,4924,77712,89.4,45.0389,0.0,11461,55.2201
79.7067,89.0835,-38.5412,1.0754,1.07,,,,,,,,
69.5353,65.3438,-39.2814,1.0973,1.0782,,,,,,,,
58.8966,56.8311,-39.255,1.1097,1.0831,,,,,,,,
80.7744,75.4726,-39.073,1.1211,1.0867,,,,,,,,
65.717,68.9202,-39.5723,1.1581,1.0868,,,,,,,,
,,,,,501014,4929,77792,117.1,42.4541,0.0,11472,41.7589
71.5831,68.0754,-38.3594,1.1865,1.0809,,,,,,,,
58.8029,65.1041,-40.2302,1.1253,1.0719,,,,,,,,
69.9903,73.2599,-38.8743,1.114,1.0713,,,,,,,,
51.3674,50.7388,-39.9317,1.1208,1.0722,,,,,,,,
57.557,64.9499,-39.5056,1.1073,1.0739,,,,,,,,
,,,,,501581,4934,77872,104.1,43.5797,0.0,11483,50.077
67.9256,82.8469,-40.0141,1.1489,1.0762,,,,,,,,
45.1406,47.014,-39.9484,1.1262,1.0744,,,,,,,,
51.0035,45.2823,-40.7658,1.1407,1.0728,,,,,,,,
87.4396,95.8867,-39.7202,1.1314,1.0706,,,,,,,,
72.2407,73.0004,-39.9439,1.1198,1.0706,,,,,,,,
58.1485,66.0546,-40.2378,1.1497,1.0697,,,,,,,,
,,,,,502083,4940,77968,110.75,58.2454,0.0,11493,47.9905
91.1155,84.5699,-39.5934,1.1448,1.0665,,,,,,,,
73.6985,76.4987,-39.4451,1.1214,1.0635,,,,,,,,
51.2556,45.4984,-39.8162,1.0844,1.0656,,,,,,,,
58.364,54.0884,-39.2166,1.1559,1.0697,,,,,,,,
83.6085,85.6292,-39.691,1.158,1.066,,,,,,,,
,,,,,502533,4945,78048,86.9,72.2286,0.0,11503,48.6076
65.9468,66.0657,-39.6124,1.1358,1.0607,,,,,,,,
65.7191,65.9076,-38.9845,1.1073,1.0594,,,,,,,,
101.4408,97.932,-39.3181,1.0878,1.0631,,,,,,,,
88.715,90.3579,-39.4522,1.0919,1.07,,,,,,,,
72.1749,66.4928,-40.53,1.1082,1.076,,,,,,,,
73.8038,71.1506,-39.3076,1.07,1.0819,,,,,,,,
,,,,,503017,4951,78144,82.7,18.9172,0.0,11512,49.9143
62.1776,66.4665,-40.0731,1.0932,1.0915,,,,,,,,
95.0953,108.8221,-39.1327,1.0807,1.1,,,,,,,,
62.5498,67.345,-39.2676,1.1333,1.1084,,,,,,,,
61.1868,54.5189,-40.0954,1.1554,1.1074,,,,,,,,
59.1389,55.9508,-39.6195,1.1033,1.1041,,,,,,,,
73.5476,62.6106,-39.752,1.1091,1.1078,,,,,,,,
,,,,,503505,4957,78240,109.75,49.8255,0.0,11524,42.5957
57.4836,58.6997,-40.0354,1.1472,1.1098,,,,,,,,
69.6571,71.0604,-39.9367,1.1548,1.1057,,,,,,,,
61.521,61.5528,-39.8572,1.1413,1.1011,,,,,,,,
57.4971,62.4006,-39.8944,1.1368,1.0976,,,,,,,,
90.366,101.5861,-39.2648,1.151,1.0946,,,,,,,,
56.3165,55.9363,-40.3232,1.1602,1.0893,,,,,,,,
,,,,,504027,4963,78336,83.45,50.5527,0.0,11533,56.7039
69.6542,62.0735,-39.5603,1.1274,1.0838,,,,,,,,
103.0924,87.3067,-39.7535,1.1095,1.0831,,,,,,,,
52.6872,56.3016,-39.8877,1.1053,1.0862,,,,,,,,
70.4213,68.7769,-39.4676,1.1403,1.0896,,,,,,,,
,,,,,504585,4967,78400,129.6,25.0865,0.0,11545,45.1564
96.7526,100.3916,-39.6267,1.1439,1.0869,,,,,,,,
61.4499,52.3504,-40.029,1.1293,1.0841,,,,,,,,
44.1851,45.8131,-40.2034,1.176,1.0808,,,,,,,,
65.8367,66.3129,-40.211,1.1068,1.0748,,,,,,,,
87.2696,87.8745,-40.306,1.1345,1.0757,,,,,,,,
58.8837,56.6971,-39.6297,1.1741,1.0732,,,,,,,,
,,,,,505099,4973,78496,95.8,-4.0202,0.0,11556,48.4122
40.9038,39.8168,-40.2883,1.1913,1.0642,,,,,,,,
65.304,70.0281,-39.8222,1.1156,1.054,,,,,,,,
78.3223,77.2128,-39.046,1.0617,1.0565,,,,,,,,
50.0536,51.964,-40.3143,1.091,1.0662,,,,,,,,
71.2044,64.8757,-40.2924,1.1132,1.0735,,,,,,,,
,,,,,505534,4978,78576,89.4,57.6116,0.0,11565,47.0939
55.5158,54.1252,-39.6789,1.1118,1.077,,,,,,,,
84.6277,84.2847,-40.603,1.1472,1.0786,,,,,,,,
50.9298,56.5991,-40.1976,1.1528,1.0755,,,,,,,,
70.1039,64.2016,-40.5389,1.1278,1.0707,,,,,,,,
53.931,56.8831,-39.8268,1.1389,1.0698,,,,,,,,
,,,,,506005,4983,78656,108.9,32.1145,0.0,11576,44.373
85.1258,88.1964,-39.5301,1.1657,1.0662,,,,,,,,
48.4608,52.7898,-40.201,1.1383,1.0606,,,,,,,,
56.9793,63.5295,-40.1228,1.1232,1.0579,,,,,,,,
46.0373,52.6435,-40.1362,1.1238,1.0577,,,,,,,,
54.5796,53.76,-40.0399,1.1425,1.0583,,,,,,,,
56.5668,63.066,-39.7462,1.1576,1.0542,,,,,,,,
,,,,,506574,4989,78752,94.8,18.3945,0.0,11587,52.8819
78.4867,82.78,-40.1892,1.1143,1.0504,,,,,,,,
66.5262,66.2646,-39.7127,1.165,1.0493,,,,,,,,
108.8246,112.5806,-40.6446,1.1434,1.0441,,,,,,,,
52.8222,59.3195,-39.587,1.1516,1.0399,,,,,,,,
62.7007,73.5329,-39.5769,1.1144,1.0362,,,,,,,,
,,,,,507071,4994,78832,111.5,55.6134,0.0,11598,44.6382
65.4368,57.793,-39.5889,1.1218,1.0373,,,,,,,,
60.8418,69.9362,-40.1285,1.1227,1.0384,,,,,,,,
56.8271,57.4924,-40.6979,1.1326,1.0383,,,,,,,,
88.993,87.4855,-39.7503,1.1007,1.039,,,,,,,,
53.1968,66.541,-40.3319,1.0929,1.0439,,,,,,,,
,,,,,507556,4999,78912,101.6,42.5962,0.0,11608,49.997
52.7264,58.7145,-40.0199,1.146,1.0478,,,,,,,,
52.8492,61.9696,-39.7489,1.1368,1.0459,,,,,,,,
79.3118,80.2311,-39.8773,1.1149,1.0447,,,,,,,,
105.8692,97.0553,-40.7141,1.1218,1.0462,,,,,,,,
48.4356,48.2661,-40.7503,1.1194,1.0479,,,,,,,,
,,,,,508037,5004,78992,95.7,58.5034,0.0,11617,48.3845
35.5092,35.373,-39.673,1.1558,1.0477,,,,,,,,
47.6793,46.1305,-39.6705,1.1416,1.0427,,,,,,,,
50.688,51.1298,-39.7134,1.1201,1.0403,,,,,,,,
67.0283,66.594,-39.7972,1.0837,1.0421,,,,,,,,
70.7198,79.1369,-39.1837,1.0553,1.052,,,,,,,,
50.3382,50.913,-40.0308,1.0868,1.0645,,,,,,,,
,,,,,508518,5010,79088,101.6,42.1645,0.0,11629,43.0504
61.7021,59.5611,-39.1232,1.1296,1.0721,,,,,,,,
60.6163,53.4201,-40.3204,1.1052,1.0732,,,,,,,,
53.1066,57.0734,-40.5915,1.1193,1.0775,,,,,,,,
69.8848,63.232,-39.863,1.1681,1.0774,,,,,,,,
71.56,74.0025,-40.2384,1.1305,1.0718,,,,,,,,
,,,,,509127,5015,79168,128.65,47.7369,0.0,11641,48.8354
54.556,59.3328,-39.4984,1.1492,1.0688,,,,,,,,
61.9612,56.0732,-40.0116,1.1357,1.0651,,,,,,,,
78.7074,74.7363,-39.1176,1.0505,1.0662,,,,,,,,
44.9859,41.2147,-40.1295,1.0974,1.0778,,,,,,,,
59.3934,64.8976,-39.8728,1.1329,1.0839,,,,,,,,
,,,,,509567,5020,79248,106.25,31.729,0.0,11651,43.4421
81.255,82.1828,-39.2311,1.1415,1.0834,,,,,,,,
81.8707,72.9371,-39.1122,1.143,1.0807,,,,,,,,
78.238,75.991,-39.7067,1.1434,1.0774,,,,,,,,
,,,,,510006,5023,79296,110.5,57.2529,0.0,11662,40.7104
88.2482,84.3138,-39.9776,1.1507,1.0737,,,,,,,,
81.3423,76.6381,-39.507,1.1405,1.0685,,,,,,,,
73.531,73.0429,-39.8264,1.1142,1.0661,,,,,,,,
61.1454,64.6603,-40.833,1.1648,1.0659,,,,,,,,
76.3074,71.8542,-39.1085,1.1776,1.0581,,,,,,,,
105.2136,120.1429,-40.0917,1.1565,1.0487,,,,,,,,
,,,,,510597,5029,79392,93.55,34.519,0.0,11672,57.0582
73.6897,68.5394,-38.724,1.0583,1.0462,,,,,,,,
68.7663,58.4328,-39.6568,1.0726,1.0566,,,,,,,,
50.2347,52.359,-40.4542,1.1355,1.0647,,,,,,,,
53.5103,51.7243,-39.5997,1.1422,1.0654,,,,,,,,
54.1261,56.5413,-40.2664,1.14,1.0623,,,,,,,,
,,,,,511029,5034,79472,100.55,22.7671,0.0,11682,43.5907
77.7716,76.0974,-40.4143,1.1549,1.0596,,,,,,,,
44.9921,40.391,-40.8932,1.1426,1.0542,,,,,,,,
44.6092,49.836,-40.4159,1.1862,1.0486,,,,,,,,
72.7823,76.0076,-39.5481,1.1773,1.038,,,,,,,,
72.5402,69.7359,-40.203,1.156,1.0293,,,,,,,,
,,,,,511535,5039,79552,89.45,39.7323,0.0,11693,49.1322
46.2576,45.1609,-39.6473,1.1601,1.023,,,,,,,,
61.4884,51.7941,-40.4764,1.1578,1.0161,,,,,,,,
75.9305,78.8502,-40.0751,1.1038,1.0129,,,,,,,,
52.8923,52.7352,-40.1427,1.1593,1.0127,,,,,,,,
73.0964,69.3981,-38.9953,1.1599,1.0077,,,,,,,,
85.3247,90.9243,-39.6708,1.1149,1.0037,,,,,,,,
,,,,,512032,5045,79648,117.7,33.8867,0.0,11705,40.7377
67.2672,58.774,-40.0116,1.1468,1.004,,,,,,,,
59.5203,58.4349,-39.6548,1.1458,1.0003,,,,,,,,
76.0768,69.9252,-39.2457,1.1039,0.9982,,,,,,,,
65.7353,68.4175,-39.726,1.1288,1.0002,,,,,,,,
,,,,,512542,5049,79712,122.25,44.6089,0.0,11716,45.41
62.1896,57.022,-40.1064,1.1033,1.0011,,,,,,,,
57.6472,54.6935,-39.4108,1.0148,1.0083,,,,,,,,
108.3872,109.1471,-39.9972,1.0641,1.0243,,,,,,,,
50.5788,57.0691,-39.8934,1.1141,1.0349,,,,,,,,
61.6495,66.6521,-38.9503,1.1243,1.0387,,,,,,,,
,,,,,513058,5054,79792,113.1,54.1946,0.0,11728,43.8431
68.679,72.7143,-39.4893,1.1396,1.0397,,,,,,,,
55.079,55.8978,-40.0612,1.1353,1.0377,,,,,,,,
60.479,62.902,-39.8989,1.1633,1.0345,,,,,,,,
65.411,65.9964,-40.3655,1.1004,1.0312,,,,,,,,
65.0001,62.567,-40.6048,1.1114,1.0345,,,,,,,,
56.9168,47.9869,-39.8697,1.1867,1.0341,,,,,,,,
,,,,,513575,5060,79888,96.7,25.6219,0.0,11738,48.4042
33.9974,35.3266,-40.0139,1.156,1.0262,,,,,,,,
66.4231,74.9866,-39.5733,1.1251,1.0212,,,,,,,,
99.2786,102.9272,-39.4505,1.1012,1.0219,,,,,,,,
71.732,68.1742,-38.4218,1.144,1.0237,,,,,,,,
75.7208,85.3048,-39.2577,1.1336,1.0217,,,,,,,,
,,,,,514012,5065,79968,109.45,60.4856,0.0,11749,41.972
110.176,115.5075,-39.5436,1.1471,1.0202,,,,,,,,
67.0757,67.9848,-40.1422,1.1356,1.0171,,,,,,,,
56.674,57.465,-38.7926,1.1583,1.0142,,,,,,,,
42.1541,42.3531,-39.4155,1.1371,1.0095,,,,,,,,
,,,,,514536,5069,80032,99.55,55.4475,0.0,11759,49.4296
49.7009,48.9103,-40.0559,1.1214,1.008,,,,,,,,
73.5859,72.3398,-39.5917,1.1052,1.0088,,,,,,,,
84.2161,86.2719,-40.2476,1.1453,1.0103,,,,,,,,
61.8542,58.9793,-38.9861,1.0963,1.0103,,,,,,,,
61.3994,59.9571,-39.5403,1.0793,1.0156,,,,,,,,
47.3549,50.2621,-40.0074,1.1185,1.022,,,,,,,,
90.3123,92.2777,-38.7448,1.1412,1.0239,,,,,,,,
,,,,,515081,5076,80144,125.65,54.4586,0.0,11772,42.758
59.1339,61.2178,-39.1016,1.1283,1.0231,,,,,,,,
69.6771,87.1028,-39.2734,1.1357,1.0213,,,,,,,,
48.1509,48.055,-39.4321,1.1062,1.0211,,,,,,,,
39.5977,37.968,-39.3406,1.0984,1.0235,,,,,,,,
,,,,,515528,5080,80208,83.65,48.7029,0.0,11781,52.346
72.7329,71.914,-39.0584,1.0873,1.03,,,,,,,,
57.8809,54.7455,-39.4902,1.1329,1.0355,,,,,,,,
62.3964,64.1599,-39.8214,1.1118,1.0371,,,,,,,,
65.0128,63.6311,-39.2002,1.1761,1.0367,,,,,,,,
,,,,,516066,5084,80272,105.25,60.9103,0.0,11791,51.0627
53.0885,53.539,-39.7717,1.1805,1.0286,,,,,,,,
73.1634,66.4232,-40.643,1.1291,1.0206,,,,,,,,
65.9021,66.8568,-39.6792,1.1282,1.0178,,,,,,,,
59.7821,67.7322,-39.6828,1.058,1.0196,,,,,,,,
54.4938,53.0281,-39.6466,1.0987,1.0296,,,,,,,,
,,,,,516586,5089,80352,98.65,33.2423,0.0,11802,49.0974
42.5569,45.8674,-39.7878,1.1571,1.0337,,,,,,,,
62.4855,62.8456,-39.1486,1.0869,1.0326,,,,,,,,
74.2839,71.3225,-39.4487,1.088,1.0383,,,,,,,,
67.4876,67.2228,-40.0588,1.1095,1.0449,,,,,,,,
52.4375,56.8889,-40.473,1.1254,1.0486,,,,,,,,
,,,,,517006,5094,80432,125.6,49.9977,0.0,11813,36.831
62.0767,69.9688,-40.1407,1.1784,1.0478,,,,,,,,
45.1779,46.2709,-40.0515,1.1587,1.0402,,,,,,,,
74.6162,75.9639,-39.9516,1.1251,1.0344,,,,,,,,
62.203,67.0503,-39.7588,1.1325,1.0331,,,,,,,,
62.6486,63.2704,-40.0567,1.0804,1.0343,,,,,,,,
96.6432,87.69,-39.1023,1.0891,1.0415,,,,,,,,
,,,,,517571,5100,80528,94.85,54.8055,0.0,11824,54.0231
63.6393,67.0055,-40.7765,1.093,1.0484,,,,,,,,
61.8527,61.1732,-39.3107,1.0663,1.0575,,,,,,,,
64.9529,71.043,-39.0826,1.1023,1.0671,,,,,,,,
81.704,69.7953,-40.2162,1.0925,1.0732,,,,,,,,
55.6343,51.3813,-40.0372,1.1243,1.0792,,,,,,,,
77.1444,90.5437,-39.8957,1.2005,1.0778,,,,,,,,
,,,,,518034,5106,80624,103.6,42.7105,0.0,11835,42.2583
48.8964,47.7071,-40.5146,1.1936,1.0654,,,,,,,,
